patchPointI,x,y,z,phi_x,phi_y,phi_z,sourceNodeId,sourceDistance
680,0.10275,0.0564208,0.1,0,0,0,681,0
681,0.10275,0.0564208,0.15,-6.67857051985e-06,3.38041423114e-05,-5.01081713729e-07,682,0
682,0.431407,0.0595508,0.1,0,0,0,683,0
683,0.436309,0.0588454,0.1,6.49932182415e-28,0,0,684,0
684,0.436309,0.0588454,0.15,6.67525666828e-07,3.68315745266e-06,-1.64035351236e-08,685,0
685,0.431407,0.0595508,0.15,5.50296482786e-07,2.97472739217e-06,-1.65494652795e-08,686,0
686,0.489667,0.0506563,0.1,0,0,0,687,0
687,0.489667,0.0506563,0.15,3.08363694818e-06,1.74739946686e-05,-5.94136979108e-08,688,0
688,0.441533,0.058087,0.1,-6.49932182415e-28,0,0,689,0
689,0.441533,0.058087,0.15,8.10238922627e-07,4.54306120461e-06,-1.74134401911e-08,690,0
690,0.446804,0.0573218,0.1,6.49932182415e-28,0,0,691,0
691,0.446804,0.0573218,0.15,9.70794075991e-07,5.51275451867e-06,-2.09027599554e-08,692,0
692,0.00191614,0.00977141,0.1,0,0,0,693,0
693,0.00191614,0.00977141,0.15,-1.50027766002e-05,-5.45701543461e-05,-1.39188806191e-05,694,0
694,0.67828,0.0118314,0.1,-8.3191312108e-26,0,0,695,0
695,0.67828,0.0118314,0.15,-3.87311808557e-06,1.38880954911e-05,2.87135734891e-08,696,0
696,0.790706,-0.0180843,0.1,0,0,0,697,0
697,0.790706,-0.0180843,0.15,-0.000585601120999,-0.00191381616491,7.96309783651e-06,698,0
698,0.791435,-0.0731689,0.1,-3.32765208203e-25,0,0,699,0
699,0.791435,-0.0731689,0.15,-0.034559298182,-0.537157337865,0.000394216487344,700,0
700,0.940227,-0.0656969,0.1,0,0,0,701,0
701,0.940227,-0.0656969,0.15,-0.00599712496669,-0.017499027071,4.20301879846e-05,702,0
702,0.253211,0.0717946,0.1,-4.06207601438e-29,0,0,703,0
703,0.253211,0.0717946,0.15,2.88516489618e-08,-2.20238374517e-06,1.82008394855e-08,704,0
704,0.27458,0.0718427,0.1,0,0,0,705,0
705,0.27458,0.0718427,0.15,6.70745483464e-09,-1.27741385013e-06,1.20355267456e-08,706,0
706,0.0392675,-0.0269375,0.1,1.06484862602e-23,0,0,707,0
707,0.0392675,-0.0269375,0.15,0.000821655166445,0.00278118136294,9.95637503301e-05,708,0
708,0.844998,-0.0343691,0.1,0,0,0,709,0
709,0.849718,-0.0358151,0.1,0,0,0,710,0
710,0.849718,-0.0358151,0.15,-0.00184269055119,-0.0057599225887,1.98401953224e-05,711,0
711,0.844998,-0.0343691,0.15,-0.00170227979366,-0.00533571237543,1.48704337386e-05,712,0
712,0.840402,-0.0329609,0.1,0,0,0,713,0
713,0.840402,-0.0329609,0.15,-0.00157485390341,-0.00495090028709,1.18074492767e-05,714,0
714,0.506073,-0.0578746,0.1,1.33106103396e-24,0,0,715,0
715,0.500702,-0.0576336,0.1,0,0,0,716,0
716,0.500702,-0.0576336,0.15,-0.04647643142,-0.992433878777,5.77072101794e-06,717,0
717,0.506073,-0.0578746,0.15,-0.0466765397805,-0.994884016927,0.000227500587214,718,0
718,0.495331,-0.0573925,0.1,1.06484862602e-23,0,0,719,0
719,0.495331,-0.0573925,0.15,-0.0462722498884,-0.989382621025,-0.000210811145649,720,0
720,0.457736,-0.0556523,0.1,-2.66212206791e-24,0,0,721,0
721,0.452364,-0.0554117,0.1,-5.32424413583e-24,0,0,722,0
722,0.452364,-0.0554117,0.15,-0.0437904918611,-0.94333828769,-0.000355525987913,723,0
723,0.457736,-0.0556523,0.15,-0.0441615426653,-0.951135644673,-9.1594545754e-05,724,0
724,0.463107,-0.0558928,0.1,0,0,0,725,0
725,0.463107,-0.0558928,0.15,-0.0445254327341,-0.958362254837,0.000161598488607,726,0
726,0.543609,-0.0596357,0.1,-2.07978330556e-26,0,0,727,0
727,0.538293,-0.0593815,0.1,6.65530516978e-25,0,0,728,0
728,0.538293,-0.0593815,0.15,-0.0475958997623,-0.997421954545,0.000263754123443,729,0
729,0.543609,-0.0596357,0.15,-0.0476590590579,-0.995845285314,0.000215119655557,730,0
730,0.548548,-0.0598732,0.1,0,0,0,731,0
731,0.548548,-0.0598732,0.15,-0.047690890136,-0.993848325167,0.000143152253132,732,0
732,0.834299,-0.0760967,0.1,0,0,0,733,0
733,0.834299,-0.0760967,0.15,-0.0289982227793,-0.427686388249,5.25999765557e-05,734,0
734,0.812876,-0.0745898,0.1,5.32424413583e-24,0,0,735,0
735,0.812876,-0.0745898,0.15,-0.0320118062126,-0.482254410466,0.000526960028223,736,0
736,0.979928,-0.0799125,0.1,-6.65530516978e-25,0,0,737,0
737,0.979928,-0.0799125,0.15,-0.00577191782625,-0.0168590061711,-1.0968013964e-05,738,0
738,0.107878,0.0574887,0.1,0,0,0,739,0
739,0.113003,0.0585293,0.1,0,0,0,740,0
740,0.113003,0.0585293,0.15,-5.16325833262e-06,2.69711010507e-05,-3.89193412476e-07,741,0
741,0.107878,0.0574887,0.15,-5.9377904291e-06,3.0503928317e-05,-4.3264006835e-07,742,0
742,0.117831,0.0594793,0.1,2.07978330556e-26,0,0,743,0
743,0.117831,0.0594793,0.15,-4.44384076729e-06,2.36005871397e-05,-3.62453798289e-07,744,0
744,0.452075,0.0565566,0.1,-3.24966040922e-28,0,0,745,0
745,0.457293,0.0557653,0.1,-6.49932182415e-28,0,0,746,0
746,0.457293,0.0557653,0.15,1.34910166204e-06,7.75424070671e-06,-2.84792203194e-08,747,0
747,0.452075,0.0565566,0.15,1.14838282874e-06,6.58607735209e-06,-2.73840803746e-08,748,0
748,0.462313,0.0549937,0.1,0,0,0,749,0
749,0.462313,0.0549937,0.15,1.56186601897e-06,8.97918808978e-06,-2.99519281424e-08,750,0
750,0.598181,0.0301027,0.1,0,0,0,751,0
751,0.598181,0.0301027,0.15,1.63775070573e-05,8.24670821664e-05,-2.1602068124e-07,752,0
752,0.639803,0.0209262,0.1,4.1595656054e-26,0,0,753,0
753,0.639803,0.0209262,0.15,1.64059589119e-05,8.63589619822e-05,-2.8490645313e-07,754,0
754,0.617473,0.0259029,0.1,0,0,0,755,0
755,0.617473,0.0259029,0.15,1.78049373087e-05,8.98285595524e-05,-1.95623447079e-07,756,0
