patchPointI,x,y,z,phi_x,phi_y,phi_z,sourceNodeId,sourceDistance
338,0.661477,0.0158711,0.1,8.3191312108e-26,0,0,339,0
339,0.661477,0.0158711,0.15,8.87111227671e-06,5.96461301529e-05,-1.54480496339e-07,340,0
340,0.665966,0.0147919,0.1,-1.66382604102e-25,0,0,341,0
341,0.673555,0.0129674,0.1,0,0,0,342,0
342,0.673555,0.0129674,0.15,3.78459349393e-07,2.9205672905e-05,-1.82477362682e-08,343,0
343,0.665966,0.0147919,0.15,6.06209556626e-06,4.95926688231e-05,-9.73282029261e-08,344,0
344,0.0756001,-0.0343525,0.1,-5.32424413583e-24,0,0,345,0
345,0.0704187,-0.0335129,0.1,0,0,0,346,0
346,0.0704187,-0.0335129,0.15,0.00147269675999,0.00570423177926,8.55890622379e-05,347,0
347,0.0756001,-0.0343525,0.15,0.00141560598655,0.00526412915853,7.33925094602e-05,348,0
348,0.0609081,-0.0318034,0.1,5.32424413583e-24,0,0,349,0
349,0.0533366,-0.0302848,0.1,0,0,0,350,0
350,0.0533366,-0.0302848,0.15,0.00127587409087,0.00475755841927,0.000103283048376,351,0
351,0.0609081,-0.0318034,0.15,0.00142463334064,0.00550421795656,9.80858529854e-05,352,0
352,0.0654274,-0.0326129,0.1,0,0,0,353,0
353,0.0654274,-0.0326129,0.15,0.00147200884664,0.00574834271403,8.66187196711e-05,354,0
354,0.555887,-0.060226,0.1,0,0,0,355,0
355,0.555887,-0.060226,0.15,-0.0477003137443,-0.990115490112,7.0996539457e-05,356,0
356,0.597632,-0.0622251,0.1,-2.66212206791e-24,0,0,357,0
357,0.597632,-0.0622251,0.15,-0.0469786886208,-0.948015997875,0.000136249485216,358,0
358,0.576154,-0.0611984,0.1,-5.32424413583e-24,0,0,359,0
359,0.576154,-0.0611984,0.15,-0.0474730207379,-0.973923780002,7.98804374681e-06,360,0
360,0.661568,-0.0654755,0.1,-1.33106103396e-24,0,0,361,0
361,0.661568,-0.0654755,0.15,-0.0452107915488,-0.83956515134,0.00043500552477,362,0
362,0.619111,-0.0632443,0.1,-1.06484862602e-23,0,0,363,0
363,0.619111,-0.0632443,0.15,-0.0465159864374,-0.91507198862,0.00103226124553,364,0
364,0.640581,-0.0643584,0.1,0,0,0,365,0
365,0.640581,-0.0643584,0.15,-0.046033843662,-0.878467656814,0.000536172435028,366,0
366,0.726741,-0.0691824,0.1,0,0,0,367,0
367,0.726741,-0.0691824,0.15,-0.0409655213941,-0.697820606266,0.000118021491256,368,0
368,0.748197,-0.0704251,0.1,0,0,0,369,0
369,0.748197,-0.0704251,0.15,-0.0390360552006,-0.644674975636,0.000822353539293,370,0
370,0.812056,-0.0243488,0.1,-1.66382604102e-25,0,0,371,0
371,0.812056,-0.0243488,0.15,-0.000923095834032,-0.00296861260687,9.4347687608e-06,372,0
372,0.893605,-0.0803353,0.1,5.32424413583e-24,0,0,373,0
373,0.893605,-0.0803353,0.15,-0.0194369111515,-0.270322690182,-2.63709268274e-06,374,0
374,0.894252,-0.0500939,0.1,0,0,0,375,0
375,0.894252,-0.0500939,0.15,-0.00363216537298,-0.0109399442834,2.74313593313e-05,376,0
376,0.925251,-0.0826712,0.1,0,0,0,377,0
377,0.925251,-0.0826712,0.15,-0.0138080501354,-0.184987240676,0.000358526155025,378,0
378,0.924052,-0.0600967,0.1,-2.66212206791e-24,0,0,379,0
379,0.924052,-0.0600967,0.15,-0.00520685634954,-0.0153468237884,4.52895998672e-05,380,0
380,0.145414,0.0640194,0.1,-2.59972812623e-27,0,0,381,0
381,0.145414,0.0640194,0.15,-1.37915160778e-06,6.81513841642e-06,-1.27032150376e-07,382,0
382,0.125409,0.0608462,0.1,-1.03989165278e-26,0,0,383,0
383,0.125409,0.0608462,0.15,-3.42308095017e-06,1.8425678532e-05,-2.85035386597e-07,384,0
384,0.210005,0.0703291,0.1,-6.49932182415e-28,0,0,385,0
385,0.210005,0.0703291,0.15,1.24934919818e-07,-4.27120468892e-06,3.47506668246e-08,386,0
386,0.231468,0.07129,0.1,0,0,0,387,0
387,0.231468,0.07129,0.15,7.54755492912e-08,-3.37998780532e-06,2.70736544483e-08,388,0
388,0.236422,0.0714437,0.1,0,0,0,389,0
389,0.236422,0.0714437,0.15,6.31420474486e-08,-3.11095535496e-06,2.45673668793e-08,390,0
390,0.31777,0.0705548,0.1,4.06207601438e-29,0,0,391,0
391,0.31777,0.0705548,0.15,-7.7793042864e-09,-6.79947732485e-07,5.67387207137e-09,392,0
392,0.296303,0.0713958,0.1,0,0,0,393,0
393,0.296303,0.0713958,0.15,-4.65952171589e-11,-7.89525891988e-07,7.03136044306e-09,394,0
394,0.291346,0.0715309,0.1,2.03103800719e-29,0,0,395,0
395,0.291346,0.0715309,0.15,1.14543304826e-09,-8.65927016619e-07,7.71472692385e-09,396,0
396,0.382947,0.0654679,0.1,0,0,0,397,0
397,0.382947,0.0654679,0.15,2.70346022915e-09,-6.84311657635e-07,2.46738124182e-09,398,0
398,0.423889,0.0605475,0.1,0,0,0,399,0
399,0.423889,0.0605475,0.15,4.03201098283e-07,2.02134687706e-06,-1.01303990067e-08,400,0
400,0.40377,0.063129,0.1,0,0,0,401,0
401,0.40377,0.063129,0.15,1.27448418408e-07,1.97743608082e-07,-2.09842032636e-09,402,0
402,0.586087,0.032679,0.1,0,0,0,403,0
403,0.590594,0.0317189,0.1,2.07978330556e-26,0,0,404,0
404,0.590594,0.0317189,0.15,1.54578051302e-05,7.81263087203e-05,-2.21426030762e-07,405,0
405,0.586087,0.032679,0.15,1.48513652634e-05,7.53302527398e-05,-2.55205593245e-07,406,0
406,0.581147,0.0337312,0.1,0,0,0,407,0
407,0.581147,0.0337312,0.15,1.41325461022e-05,7.2069080845e-05,-3.22272518224e-07,408,0
408,0.687602,0.00953855,0.1,-8.3191312108e-26,0,0,409,0
409,0.695189,0.00764023,0.1,8.3191312108e-26,0,0,410,0
410,0.695189,0.00764023,0.15,-2.65652824623e-05,-6.67380943538e-05,2.73806508651e-07,411,0
411,0.687602,0.00953855,0.15,-1.50451275227e-05,-2.6026919868e-05,1.4038712308e-07,412,0
412,0.699921,0.00645595,0.1,1.66382604102e-25,0,0,413,0
413,0.699921,0.00645595,0.15,-3.48929663267e-05,-9.62039171789e-05,3.98307258597e-07,414,0
414,0.0058575,-0.0111125,0.1,0,0,0,415,0
415,0.00116659,-0.00441106,0.1,0,0,0,416,0
416,0.00116659,-0.00441106,0.15,-0.000220026469046,-4.81393311917e-05,-3.64942857853e-05,417,0
417,0.0058575,-0.0111125,0.15,-0.000238853772309,-6.34126367555e-05,-2.37720022725e-05,418,0
418,-2.85039e-05,0.000312318,0.1,0,-6.65530516978e-25,0,419,0
419,-2.85039e-05,0.000312318,0.15,-0.000157614826668,-3.02689817718e-05,-3.34459144533e-05,420,0
420,0.000354379,0.00536318,0.1,0,-1.33106103396e-24,0,421,0
421,0.000354379,0.00536318,0.15,-7.54040626236e-05,-3.45005238311e-05,-2.36741053643e-05,422,0
422,0.177961,-0.0435803,0.1,0,0,0,423,0
423,0.172879,-0.0433124,0.1,-2.66212206791e-24,0,0,424,0
424,0.172879,-0.0433124,0.15,-0.00688952860138,-0.127144791158,-0.000404973480871,425,0
425,0.177961,-0.0435803,0.15,-0.00746915292203,-0.141374640792,-0.000355235636183,426,0
426,0.183294,-0.0438674,0.1,0,0,0,427,0
427,0.183294,-0.0438674,0.15,-0.00813091952717,-0.157005259008,-0.000386433009314,428,0
428,0.220862,-0.0456461,0.1,0,0,0,429,0
429,0.215495,-0.045425,0.1,5.32424413583e-24,0,0,430,0
430,0.215495,-0.045425,0.15,-0.0121330515369,-0.262263041092,-0.000561476784395,431,0
431,0.220862,-0.0456461,0.15,-0.0127409899284,-0.281062083587,-0.000438099626248,432,0
432,0.731311,-0.00169124,0.1,0,0,0,433,0
433,0.731311,-0.00169124,0.15,-0.000126155664291,-0.000410772771413,1.3081748408e-06,434,0
434,0.861637,-0.0395603,0.1,1.66382604102e-25,0,0,435,0
435,0.866071,-0.0409629,0.1,0,0,0,436,0
436,0.866071,-0.0409629,0.15,-0.00240069991037,-0.00740360906134,2.25690087789e-05,437,0
437,0.861637,-0.0395603,0.15,-0.00224021797352,-0.00693282188476,2.07316867679e-05,438,0
438,0.51679,0.0460588,0.1,2.59972812623e-27,0,0,439,0
439,0.521985,0.0451597,0.1,0,0,0,440,0
440,0.521985,0.0451597,0.15,5.93930303388e-06,3.25380599228e-05,-1.66165368308e-07,441,0
441,0.51679,0.0460588,0.15,5.39283935484e-06,2.96848085739e-05,-1.25303818378e-07,442,0
442,0.52695,0.0442594,0.1,0,0,0,443,0
443,0.52695,0.0442594,0.15,6.51624509591e-06,3.54313289209e-05,-1.71921513407e-07,444,0
444,0.263851,-0.0473509,0.1,0,0,0,445,0
445,0.258477,-0.0471495,0.1,0,0,0,446,0
446,0.258477,-0.0471495,0.15,-0.0172912953433,-0.414814463469,-0.000159583727192,447,0
447,0.263851,-0.0473509,0.15,-0.017938969782,-0.433607672781,-4.31712793342e-05,448,0
448,0.226235,-0.0458643,0.1,1.33106103396e-24,0,0,449,0
449,0.226235,-0.0458643,0.15,-0.0133616909227,-0.300086910507,-0.000340515296287,450,0
450,0.350066,-0.050622,0.1,-2.12969725204e-23,0,0,451,0
451,0.344681,-0.0504148,0.1,-1.06484862602e-23,0,0,452,0
452,0.344681,-0.0504148,0.15,-0.0289158240359,-0.687194054786,0.00110738460129,453,0
453,0.350066,-0.050622,0.15,-0.0298134503811,-0.70282980218,0.00152006522595,454,0
454,0.312472,-0.0491965,0.1,0,0,0,455,0
455,0.307389,-0.0490067,0.1,0,0,0,456,0
456,0.307389,-0.0490067,0.15,-0.0234354376505,-0.57576999447,0.000152366973097,457,0
457,0.312472,-0.0491965,0.15,-0.0241215306416,-0.591394980646,0.000199782506807,458,0
458,0.269225,-0.0475549,0.1,-1.33106103396e-24,0,0,459,0
459,0.269225,-0.0475549,0.15,-0.0186068189894,-0.452195714954,2.07583987247e-05,460,0
460,0.302916,-0.0488397,0.1,-4.1595656054e-26,0,0,461,0
461,0.302916,-0.0488397,0.15,-0.0228468292217,-0.561954401425,0.000126282586315,462,0
462,0.355437,-0.0508645,0.1,1.06484862602e-23,0,0,463,0
463,0.355437,-0.0508645,0.15,-0.0308165869445,-0.718391830205,0.00111570191617,464,0
464,0.393031,-0.0525967,0.1,-3.32765208203e-25,0,0,465,0
465,0.387661,-0.0523442,0.1,-1.33106103396e-24,0,0,466,0
466,0.387661,-0.0523442,0.15,-0.0363763146806,-0.808243772777,0.000358493871372,467,0
467,0.393031,-0.0525967,0.15,-0.0372101581831,-0.822166273993,0.000284091114899,468,0
468,0.398401,-0.0528492,0.1,-3.32765208203e-25,0,0,469,0
469,0.398401,-0.0528492,0.15,-0.0380073330882,-0.83567693235,0.000250400458176,470,0
470,0.988652,-0.0831228,0.1,2.66212206791e-24,0,0,471,0
471,0.995711,-0.0857107,0.1,0,0,0,472,0
472,0.995711,-0.0857107,0.15,-0.00306563755466,-0.00965170183238,-0.000112134803536,473,0
473,0.988652,-0.0831228,0.15,-0.00459709257396,-0.0137389470272,-6.00513151369e-05,474,0
474,0.0858115,0.0523957,0.1,0,0,0,475,0
475,0.0933885,0.0543018,0.1,-4.1595656054e-26,0,0,476,0
476,0.0933885,0.0543018,0.15,-7.78721026128e-06,3.83746426093e-05,-5.6594832172e-07,477,0
477,0.0858115,0.0523957,0.15,-8.26528891705e-06,4.01788059902e-05,-5.0923268231e-07,478,0
478,0.479259,0.0523563,0.1,0,0,0,479,0
479,0.484455,0.0515076,0.1,0,0,0,480,0
480,0.484455,0.0515076,0.15,2.73507407146e-06,1.55684948129e-05,-5.22502369851e-08,481,0
481,0.479259,0.0523563,0.15,2.41311252225e-06,1.38117813613e-05,-5.23114049525e-08,482,0
482,0.0273342,-0.0231225,0.1,5.32424413583e-24,0,0,483,0
483,0.0230848,-0.0214348,0.1,0,0,0,484,0
484,0.0230848,-0.0214348,0.15,0.000159295487477,0.000719560780034,5.0072045865e-05,485,0
485,0.0273342,-0.0231225,0.15,0.000322930963938,0.00114793327133,6.66513106656e-05,486,0
486,0.709765,0.00393449,0.1,0,0,0,487,0
487,0.714238,0.00277504,0.1,0,0,0,488,0
488,0.714238,0.00277504,0.15,-6.89282535569e-05,-0.000214591551319,6.46284029092e-07,489,0
489,0.709765,0.00393449,0.15,-5.68625048872e-05,-0.000172796692054,5.55506722382e-07,490,0
490,0.781287,-0.0154285,0.1,0,0,0,491,0
491,0.781287,-0.0154285,0.15,-0.000476551166305,-0.00156145568469,4.53832626888e-06,492,0
492,0.780753,-0.0724882,0.1,5.32424413583e-24,0,0,493,0
493,0.775672,-0.072163,0.1,5.32424413583e-24,0,0,494,0
494,0.775672,-0.072163,0.15,-0.0363362165737,-0.577150447481,0.000260305203502,495,0
495,0.780753,-0.0724882,0.15,-0.0357721276295,-0.564395488084,0.000247338238062,496,0
496,0.785934,-0.0167388,0.1,0,0,0,497,0
497,0.785934,-0.0167388,0.15,-0.000527520516685,-0.00172597458671,5.87506057651e-06,498,0
498,0.786076,-0.0728291,0.1,2.66212206791e-24,0,0,499,0
499,0.786076,-0.0728291,0.15,-0.0351666331407,-0.550877689106,0.000263338358271,500,0
500,0.802156,-0.0738451,0.1,0,0,0,501,0
501,0.796795,-0.073507,0.1,-5.32424413583e-24,0,0,502,0
502,0.796795,-0.073507,0.15,-0.0339594156178,-0.523374531334,0.000620398976265,503,0
503,0.802156,-0.0738451,0.15,-0.0333712698209,-0.509598463134,0.000936207925051,504,0
504,0.947701,-0.0683044,0.1,0,0,0,505,0
505,0.952074,-0.0698308,0.1,-5.32424413583e-24,0,0,506,0
506,0.952074,-0.0698308,0.15,-0.0064109480907,-0.0186112441629,5.87290632155e-05,507,0
507,0.947701,-0.0683044,0.15,-0.00628100286868,-0.018264139582,4.86499761079e-05,508,0
508,0.999877,-0.0872382,0.1,-5.32424413583e-24,0,0,509,0
509,0.999877,-0.0872382,0.15,-0.00184428059651,-0.00639117661631,-0.000156590398985,510,0
510,0.258532,0.0718492,0.1,0,0,0,511,0
511,0.263913,0.0718915,0.1,0,0,0,512,0
512,0.263913,0.0718915,0.15,1.43797725041e-08,-1.69041932276e-06,1.55633656344e-08,513,0
513,0.258532,0.0718492,0.15,2.12369309608e-08,-1.93762259303e-06,1.62536021972e-08,514,0
514,0.243684,0.0716553,0.1,1.62483020461e-28,0,0,515,0
515,0.243684,0.0716553,0.15,4.51026563981e-08,-2.7117242408e-06,2.44833790963e-08,516,0
516,0.248131,0.0717203,0.1,-8.12415202876e-29,0,0,517,0
517,0.248131,0.0717203,0.15,3.74572035552e-08,-2.46975675545e-06,2.04203556925e-08,518,0
518,0.269238,0.0718997,0.1,-1.0155190036e-29,0,0,519,0
519,0.269238,0.0718997,0.15,9.26186918346e-09,-1.47047311027e-06,1.47288382415e-08,520,0
520,0.284082,0.0716965,0.1,0,0,0,521,0
521,0.284082,0.0716965,0.15,3.07597938645e-09,-1.01059901516e-06,9.29854683235e-09,522,0
522,0.279658,0.0717886,0.1,0,0,0,523,0
523,0.279658,0.0717886,0.15,4.20405368565e-09,-1.12137921272e-06,1.10581265895e-08,524,0
524,0.625062,0.024222,0.1,0,0,0,525,0
525,0.629845,0.0231625,0.1,-4.1595656054e-26,0,0,526,0
526,0.629845,0.0231625,0.15,1.7616354514e-05,9.02225307444e-05,-2.32898796115e-07,527,0
527,0.625062,0.024222,0.15,1.78090708231e-05,9.05331879865e-05,-2.00419228941e-07,528,0
528,0.0317103,-0.0246885,0.1,1.06484862602e-23,0,0,529,0
529,0.0317103,-0.0246885,0.15,0.00051369687787,0.00170191371112,8.27948970134e-05,530,0
530,0.0485806,-0.0292289,0.1,1.06484862602e-23,0,0,531,0
531,0.0437177,-0.0281089,0.1,0,0,0,532,0
532,0.0437177,-0.0281089,0.15,0.000989309404516,0.00344570766724,0.00010562929552,533,0
533,0.0485806,-0.0292289,0.15,0.0011454350597,0.00415147860069,0.000101824350251,534,0
534,0.199382,-0.0446783,0.1,-2.66212206791e-24,0,0,535,0
535,0.194021,-0.0444233,0.1,0,0,0,536,0
536,0.194021,-0.0444233,0.15,-0.00948319222837,-0.190236602829,-0.000475821012665,537,0
537,0.199382,-0.0446783,0.15,-0.0101267985246,-0.20763185958,-0.000446003388541,538,0
538,0.204752,-0.044922,0.1,0,0,0,539,0
539,0.204752,-0.044922,0.15,-0.0107588641693,-0.225491860128,-0.00037969065394,540,0
540,0.721821,0.000809194,0.1,0,0,0,541,0
541,0.721821,0.000809194,0.15,-9.16291224512e-05,-0.000293046157633,9.72080494063e-07,542,0
542,0.499201,0.049099,0.1,0,0,0,543,0
543,0.506756,0.0477951,0.1,0,0,0,544,0
544,0.506756,0.0477951,0.15,4.43633104659e-06,2.46999712283e-05,-9.18833889019e-08,545,0
545,0.499201,0.049099,0.15,3.78987151914e-06,2.13358335902e-05,-9.52785027551e-08,546,0
546,0.247727,-0.0467405,0.1,2.66212206791e-24,0,0,547,0
547,0.242354,-0.0465126,0.1,0,0,0,548,0
548,0.242354,-0.0465126,0.15,-0.0153132226409,-0.357634381977,-0.000213006735747,549,0
549,0.247727,-0.0467405,0.15,-0.0160195909728,-0.376779996021,-0.000387078280079,550,0
550,0.236982,-0.0462871,0.1,-6.65530516978e-25,0,0,551,0
551,0.236982,-0.0462871,0.15,-0.0146161773451,-0.33844461677,-0.000104415591095,552,0
552,0.333933,-0.0500063,0.1,2.66212206791e-24,0,0,553,0
553,0.328558,-0.0498028,0.1,0,0,0,554,0
554,0.328558,-0.0498028,0.15,-0.0264161541128,-0.639895486459,0.000416767473598,555,0
555,0.333933,-0.0500063,0.15,-0.0272237684046,-0.655782764742,0.000569642939367,556,0
556,0.323184,-0.0495994,0.1,0,0,0,557,0
557,0.323184,-0.0495994,0.15,-0.0256292476218,-0.623858255135,0.00032191478317,558,0
558,0.285341,-0.0481975,0.1,0,0,0,559,0
559,0.279968,-0.0479779,0.1,0,0,0,560,0
560,0.279968,-0.0479779,0.15,-0.0200074668835,-0.488589649871,-0.000125991932869,561,0
561,0.285341,-0.0481975,0.15,-0.020722564876,-0.506343245109,-0.000366751546979,562,0
562,0.290672,-0.0484029,0.1,5.32424413583e-24,0,0,563,0
563,0.290672,-0.0484029,0.15,-0.021385053589,-0.523618217597,-0.000398065382633,564,0
564,0.37155,-0.051597,0.1,0,0,0,565,0
565,0.366179,-0.0513495,0.1,0,0,0,566,0
566,0.366179,-0.0513495,0.15,-0.0327561405223,-0.749233680868,0.000747720271505,567,0
567,0.37155,-0.051597,0.15,-0.0337036606996,-0.764397443271,0.000578832214583,568,0
568,0.376921,-0.0518455,0.1,2.66212206791e-24,0,0,569,0
569,0.376921,-0.0518455,0.15,-0.0346238956589,-0.779319530854,0.000461237350289,570,0
570,0.419827,-0.0538675,0.1,-1.33106103396e-24,0,0,571,0
571,0.41451,-0.0536137,0.1,-6.65530516978e-25,0,0,572,0
572,0.41451,-0.0536137,0.15,-0.0401842067134,-0.873389568992,0.000110281460385,573,0
573,0.419827,-0.0538675,0.15,-0.040820898676,-0.88479163214,5.72498584332e-05,574,0
574,0.40914,-0.0533575,0.1,-3.32765208203e-25,0,0,575,0
575,0.40914,-0.0533575,0.15,-0.0394973996602,-0.861321215504,0.00017507827132,576,0
576,0.828942,-0.0757214,0.1,0,0,0,577,0
577,0.823587,-0.0753457,0.1,-2.66212206791e-24,0,0,578,0
578,0.823587,-0.0753457,0.15,-0.0305379518674,-0.455040397558,0.000186162727693,579,0
579,0.828942,-0.0757214,0.15,-0.0297761280649,-0.441389340512,0.00010666870845,580,0
580,0.839603,-0.0764658,0.1,0,0,0,581,0
581,0.839603,-0.0764658,0.15,-0.0282215344164,-0.414080186372,5.05251735818e-05,582,0
582,0.818231,-0.0749693,0.1,0,0,0,583,0
583,0.818231,-0.0749693,0.15,-0.0312820649185,-0.468656053215,0.000304316471295,584,0
584,0.807521,-0.0742103,0.1,0,0,0,585,0
585,0.807521,-0.0742103,0.15,-0.0327178325993,-0.495879318759,0.00082487538537,586,0
586,0.931525,-0.0626644,0.1,2.66212206791e-24,0,0,587,0
587,0.935899,-0.064188,0.1,0,0,0,588,0
588,0.935899,-0.064188,0.15,-0.00580582773021,-0.0169818851955,4.34818158898e-05,589,0
589,0.931525,-0.0626644,0.15,-0.00559108210239,-0.016400286644,4.85537587542e-05,590,0
590,0.0644172,0.0463388,0.1,2.07978330556e-26,0,0,591,0
591,0.0719241,0.0486166,0.1,0,0,0,592,0
592,0.0719241,0.0486166,0.15,-6.73595999251e-06,3.50594835969e-05,-3.2016080528e-07,593,0
593,0.0644172,0.0463388,0.15,-3.8078306838e-06,2.59878677112e-05,-1.9919154499e-08,594,0
594,0.0763542,0.0498615,0.1,0,0,0,595,0
595,0.0763542,0.0498615,0.15,-7.74880981187e-06,3.84499912467e-05,-3.96682717035e-07,596,0
596,0.494676,0.0498381,0.1,0,0,0,597,0
597,0.494676,0.0498381,0.15,3.4430244029e-06,1.94393550542e-05,-7.39795992498e-08,598,0
598,0.602978,0.0290809,0.1,0,0,0,599,0
599,0.608045,0.0279912,0.1,-2.07978330556e-26,0,0,600,0
600,0.608045,0.0279912,0.15,1.73293417788e-05,8.71576957553e-05,-2.72312409136e-07,601,0
601,0.602978,0.0290809,0.15,1.68859393866e-05,8.49396277869e-05,-2.45615135815e-07,602,0
602,0.634906,0.0220414,0.1,-4.1595656054e-26,0,0,603,0
603,0.634906,0.0220414,0.15,1.71555833155e-05,8.88527484359e-05,-2.96540435603e-07,604,0
604,0.612971,0.0269002,0.1,0,0,0,605,0
605,0.612971,0.0269002,0.15,1.76499556615e-05,8.88335592741e-05,-2.20206493153e-07,606,0
606,0.683121,0.0106597,0.1,0,0,0,607,0
607,0.683121,0.0106597,0.15,-9.13732770181e-06,-5.14806993004e-06,8.63472755011e-08,608,0
608,0.704909,0.00519345,0.1,-1.66382604102e-25,0,0,609,0
609,0.704909,0.00519345,0.15,-4.5186875497e-05,-0.000132440315917,5.26782618991e-07,610,0
610,0.168401,-0.0430676,0.1,0,0,0,611,0
611,0.168401,-0.0430676,0.15,-0.00639428831791,-0.115330482862,-0.000445721786586,612,0
612,0.188653,-0.0441511,0.1,0,0,0,613,0
613,0.188653,-0.0441511,0.15,-0.00881142473095,-0.173325802013,-0.000442017011155,614,0
614,0.210125,-0.0451727,0.1,2.66212206791e-24,0,0,615,0
615,0.210125,-0.0451727,0.15,-0.0114355938954,-0.24372518441,-0.000430920988988,616,0
616,0.726504,-0.00042116,0.1,1.66382604102e-25,0,0,617,0
617,0.726504,-0.00042116,0.15,-0.000107587434827,-0.000347519742623,1.12073856827e-06,618,0
618,0.854118,-0.0371909,0.1,0,0,0,619,0
619,0.854118,-0.0371909,0.15,-0.00198422771654,-0.0061795426901,2.00742467756e-05,620,0
620,0.511609,0.0469551,0.1,2.59972812623e-27,0,0,621,0
621,0.511609,0.0469551,0.15,4.88209688377e-06,2.70193555571e-05,-1.0129986661e-07,622,0
622,0.531468,0.0434035,0.1,0,0,0,623,0
623,0.531468,0.0434035,0.15,7.08663387817e-06,3.81924059158e-05,-1.42857476228e-07,624,0
624,0.253103,-0.0469497,0.1,2.66212206791e-24,0,0,625,0
625,0.253103,-0.0469497,0.15,-0.0166647008223,-0.395858930745,-0.000325849667627,626,0
626,0.231608,-0.0460759,0.1,0,0,0,627,0
627,0.231608,-0.0460759,0.15,-0.0139801893875,-0.319238056018,-0.000210386630702,628,0
628,0.339307,-0.0502105,0.1,0,0,0,629,0
629,0.339307,-0.0502105,0.15,-0.0280564653849,-0.671536986101,0.000784001967929,630,0
630,0.31781,-0.0493961,0.1,6.65530516978e-25,0,0,631,0
631,0.31781,-0.0493961,0.15,-0.0248605346286,-0.607655783807,0.000270588703457,632,0
632,0.274599,-0.0477589,0.1,1.33106103396e-24,0,0,633,0
633,0.274599,-0.0477589,0.15,-0.0192826435664,-0.470540171437,8.76791220034e-05,634,0
634,0.295611,-0.0485788,0.1,-2.66212206791e-24,0,0,635,0
635,0.295611,-0.0485788,0.15,-0.0219599640941,-0.539260301035,-0.000168371417907,636,0
636,0.360808,-0.051107,0.1,0,0,0,637,0
637,0.360808,-0.051107,0.15,-0.0317973260952,-0.733880641722,0.000869734677336,638,0
638,0.382291,-0.0520939,0.1,-1.33106103396e-24,0,0,639,0
639,0.382291,-0.0520939,0.15,-0.0355133454903,-0.793948249544,0.000411339193631,640,0
640,0.432104,-0.0544578,0.1,5.32424413583e-24,0,0,641,0
641,0.424765,-0.0541034,0.1,0,0,0,642,0
642,0.424765,-0.0541034,0.15,-0.0413707264926,-0.894822696058,8.6097202908e-06,643,0
643,0.432104,-0.0544578,0.15,-0.0421281955221,-0.908962131351,-0.000205637514307,644,0
644,0.436587,-0.0546743,0.1,-5.32424413583e-24,0,0,645,0
645,0.436587,-0.0546743,0.15,-0.0425536860185,-0.917228053872,-0.000359711397538,646,0
646,0.403771,-0.0531016,0.1,-6.65530516978e-25,0,0,647,0
647,0.403771,-0.0531016,0.15,-0.0387679500252,-0.848740447031,0.000256079464454,648,0
648,0.522184,-0.0586164,0.1,5.32424413583e-24,0,0,649,0
649,0.516814,-0.0583614,0.1,5.32424413583e-24,0,0,650,0
650,0.516814,-0.0583614,0.15,-0.0470674234082,-0.998027197603,0.000606299065818,651,0
651,0.522184,-0.0586164,0.15,-0.047242056849,-0.998738343111,0.000440805117028,652,0
652,0.511445,-0.0581157,0.1,-5.32424413583e-24,0,0,653,0
653,0.511445,-0.0581157,0.15,-0.0468743249249,-0.996744902988,0.000479551433989,654,0
654,0.484592,-0.0568965,0.1,0,0,0,655,0
655,0.479222,-0.056643,0.1,1.33106103396e-24,0,0,656,0
656,0.479222,-0.056643,0.15,-0.0455413721292,-0.976569229222,-2.2422173474e-05,657,0
657,0.484592,-0.0568965,0.15,-0.0458181466219,-0.981449994531,-0.000195681980057,658,0
658,0.489962,-0.05715,0.1,1.06484862602e-23,0,0,659,0
659,0.489962,-0.05715,0.15,-0.0460602237309,-0.985723002478,-0.000396498468899,660,0
660,0.44167,-0.0549198,0.1,1.06484862602e-23,0,0,661,0
661,0.44167,-0.0549198,0.15,-0.0429969274953,-0.926152924968,-0.00057890533052,662,0
662,0.446993,-0.0551712,0.1,1.06484862602e-23,0,0,663,0
663,0.446993,-0.0551712,0.15,-0.0434126826099,-0.934980542817,-0.000671711780458,664,0
664,0.473852,-0.0563895,0.1,0,0,0,665,0
665,0.473852,-0.0563895,0.15,-0.0452298097379,-0.971088953466,0.000147831471899,666,0
666,0.468482,-0.0561361,0.1,5.32424413583e-24,0,0,667,0
667,0.468482,-0.0561361,0.15,-0.0448834493908,-0.965019023331,0.000335156008799,668,0
668,0.527554,-0.0588714,0.1,0,0,0,669,0
669,0.527554,-0.0588714,0.15,-0.0473873936293,-0.998876529213,0.000338100760669,670,0
670,0.532924,-0.0591264,0.1,1.33106103396e-24,0,0,671,0
671,0.532924,-0.0591264,0.15,-0.0475048819877,-0.998437833596,0.000283660163336,672,0
672,0.984285,-0.0815174,0.1,0,0,0,673,0
673,0.984285,-0.0815174,0.15,-0.00529763476254,-0.0156022267042,-3.46516133371e-05,674,0
674,0.0600204,0.0448766,0.1,0,0,0,675,0
675,0.0600204,0.0448766,0.15,-1.10019469995e-06,1.83133495236e-05,2.78390988474e-07,676,0
676,0.0811339,0.0511616,0.1,-4.1595656054e-26,0,0,677,0
677,0.0811339,0.0511616,0.15,-8.24286032707e-06,4.01329048716e-05,-4.58115490904e-07,678,0
678,0.0978524,0.0553421,0.1,-4.1595656054e-26,0,0,679,0
679,0.0978524,0.0553421,0.15,-7.32256401876e-06,3.65215911177e-05,-5.4852138475e-07,680,0
