ccxNodeId,foamPointLabel,x,y,z
675,13037,0.0600204,0.0448766,0.1
676,26195,0.0600204,0.0448766,0.15
677,13040,0.0811339,0.0511616,0.1
678,26198,0.0811339,0.0511616,0.15
679,13043,0.0978524,0.0553421,0.1
680,26201,0.0978524,0.0553421,0.15
681,13046,0.10275,0.0564208,0.1
682,26204,0.10275,0.0564208,0.15
683,13051,0.431407,0.0595508,0.1
684,13052,0.436309,0.0588454,0.1
685,26210,0.436309,0.0588454,0.15
686,26209,0.431407,0.0595508,0.15
687,13055,0.489667,0.0506563,0.1
688,26213,0.489667,0.0506563,0.15
689,13058,0.441533,0.058087,0.1
690,26216,0.441533,0.058087,0.15
691,13061,0.446804,0.0573218,0.1
692,26219,0.446804,0.0573218,0.15
693,13064,0.00191614,0.00977141,0.1
694,26222,0.00191614,0.00977141,0.15
695,13067,0.67828,0.0118314,0.1
696,26225,0.67828,0.0118314,0.15
697,13070,0.790706,-0.0180843,0.1
698,26228,0.790706,-0.0180843,0.15
699,13073,0.791435,-0.0731689,0.1
700,26231,0.791435,-0.0731689,0.15
701,13076,0.940227,-0.0656969,0.1
702,26234,0.940227,-0.0656969,0.15
703,13079,0.253211,0.0717946,0.1
704,26237,0.253211,0.0717946,0.15
705,13082,0.27458,0.0718427,0.1
706,26240,0.27458,0.0718427,0.15
707,13085,0.0392675,-0.0269375,0.1
708,26243,0.0392675,-0.0269375,0.15
709,13090,0.844998,-0.0343691,0.1
710,13091,0.849718,-0.0358151,0.1
711,26249,0.849718,-0.0358151,0.15
712,26248,0.844998,-0.0343691,0.15
713,13094,0.840402,-0.0329609,0.1
714,26252,0.840402,-0.0329609,0.15
715,13099,0.506073,-0.0578746,0.1
716,13100,0.500702,-0.0576336,0.1
717,26258,0.500702,-0.0576336,0.15
718,26257,0.506073,-0.0578746,0.15
719,13103,0.495331,-0.0573925,0.1
720,26261,0.495331,-0.0573925,0.15
721,13108,0.457736,-0.0556523,0.1
722,13109,0.452364,-0.0554117,0.1
723,26267,0.452364,-0.0554117,0.15
724,26266,0.457736,-0.0556523,0.15
725,13112,0.463107,-0.0558928,0.1
726,26270,0.463107,-0.0558928,0.15
727,13117,0.543609,-0.0596357,0.1
728,13118,0.538293,-0.0593815,0.1
729,26276,0.538293,-0.0593815,0.15
730,26275,0.543609,-0.0596357,0.15
731,13121,0.548548,-0.0598732,0.1
732,26279,0.548548,-0.0598732,0.15
733,13124,0.834299,-0.0760967,0.1
734,26282,0.834299,-0.0760967,0.15
735,13127,0.812876,-0.0745898,0.1
736,26285,0.812876,-0.0745898,0.15
737,13130,0.979928,-0.0799125,0.1
738,26288,0.979928,-0.0799125,0.15
739,13135,0.107878,0.0574887,0.1
740,13136,0.113003,0.0585293,0.1
741,26294,0.113003,0.0585293,0.15
742,26293,0.107878,0.0574887,0.15
743,13139,0.117831,0.0594793,0.1
744,26297,0.117831,0.0594793,0.15
745,13144,0.452075,0.0565566,0.1
746,13145,0.457293,0.0557653,0.1
747,26303,0.457293,0.0557653,0.15
748,26302,0.452075,0.0565566,0.15
749,13148,0.462313,0.0549937,0.1
750,26306,0.462313,0.0549937,0.15
751,13151,0.598181,0.0301027,0.1
752,26309,0.598181,0.0301027,0.15
753,13154,0.639803,0.0209262,0.1
754,26312,0.639803,0.0209262,0.15
755,13157,0.617473,0.0259029,0.1
756,26315,0.617473,0.0259029,0.15
